抓取時間,是否開放申購,產品名稱,產品代碼,ISIN_CODE,票面利率,到期日,計價幣別,申購參考報價,申購報價日,贖回參考報價,贖回報價日,配息頻率,風險報酬等級,申購資格,走勢圖連結,產品說明書連結
2026-09-25 11:51:23,否,瑞士銀行公司（倫敦）債券ＩＸ,A420,XS1925409929,4.000,2029/02/15,CNY,101.79,2025/02/21,102.00,2026/09/24,月,RR3,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A420,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A420.pdf
2026-09-25 11:51:23,否,瑞士銀行公司（倫敦）債券Ｘ,A421,XS1925406586,8.000,2029/02/15,ZAR,96.93,2025/02/21,98.06,2026/09/23,月,RR4,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A421,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A421.pdf
2026-09-25 11:51:23,是,雷神科技公司債券Ｉ,A422,US913017CX53,4.625,2048/11/16,USD,85.62,2026/09/24,80.72,2026/09/24,半年,RR4,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A422,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A422.pdf
2026-09-25 11:51:23,是,ＡＴ＆Ｔ公司債券ＩＩＩ,A423,US04650NAB01,5.350,2040/09/01,USD,94.38,2026/09/24,89.72,2026/09/24,半年,RR4,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A423,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A423.pdf
2026-09-25 11:51:23,否,美國銀行次順位債券Ｉ,A424,US06051GGC78,4.183,2027/11/25,USD,100.58,2026/09/23,98.87,2026/09/24,半年,RR5,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A424,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A424.pdf
2026-09-25 11:51:23,是,鴻海子公司債券Ｉ,A425,XS1891687300,4.250,2029/03/12,USD,99.16,2026/09/24,97.04,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A425,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A425.pdf
2026-09-25 11:51:23,是,西屋制動公司債券Ｉ,A428,US960386AM29,4.950,2028/09/15,USD,100.06,2026/09/24,98.55,2026/09/24,半年,RR4,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A428,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A428.pdf
2026-09-25 11:51:23,否,福特汽車公司債券Ｉ,A429,US345370CR99,4.346,2026/12/08,USD,101.06,2026/06/08,99.53,2026/09/24,半年,RR4,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A429,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A429.pdf
2026-09-25 11:51:23,否,澳洲聯邦銀行債券ＩＩＩ,A434,XS1807183543,9.000,2028/04/18,ZAR,107.95,2025/04/24,98.13,2026/09/24,年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A434,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A434.pdf
2026-09-25 11:51:23,是,ＡＴ＆Ｔ公司債券ＩＶ,A438,US00206RJK95,4.650,2044/06/01,USD,84.05,2026/09/24,79.01,2026/09/24,半年,RR4,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A438,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A438.PDF
2026-09-25 11:51:23,否,亞馬遜公司債券Ｖ,A442,US023135BC96,3.150,2027/08/22,USD,99.70,2026/08/20,98.45,2026/09/24,半年,RR2,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A442,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A442.PDF
2026-09-25 11:51:23,是,寶馬美國資本有限責任公司債券Ｉ,A443,USU09513HK86,3.750,2028/04/12,USD,99.16,2026/09/24,97.60,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A443,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A443.pdf
2026-09-25 11:51:23,否,摩根士丹利金融有限責任公司零息債券ＩＩ,A445,XS1906339855,無配息,2027/05/31,ZAR,76.35,2025/02/21,84.85,2026/09/24,-,RR4,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A445,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A445.pdf
2026-09-25 11:51:23,是,卡夫亨氏食品公司債券ＩＩ,A446,US50077LAB27,4.375,2046/06/01,USD,80.79,2026/09/24,75.77,2026/09/24,半年,RR4,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A446,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A446.pdf
2026-09-25 11:51:23,否,奇異公司債券Ｉ,A447,US369604BF92,4.125,2042/10/09,USD,96.29,2025/03/25,79.31,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A447,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A447.pdf
2026-09-25 11:51:23,否,自由港麥克莫蘭銅金公司債券Ｉ,A448,US35671DCD57,5.250,2029/09/01,USD,102.92,2025/07/15,98.79,2026/09/24,半年,RR4,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A448,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A448.pdf
2026-09-25 11:51:23,否,瑞士銀行公司（倫敦）債券ＸＩ－零息債,A449,XS2027978902,無配息,2029/08/26,CNY,86.69,2025/02/21,92.42,2026/09/24,-,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A449,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A449.pdf
2026-09-25 11:51:23,否,瑞士銀行公司（倫敦）債券ＸＩＩ－零息債,A450,XS2027978738,無配息,2034/08/26,AUD,57.64,2025/02/21,58.64,2026/09/24,-,RR4,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A450,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A450.pdf
2026-09-25 11:51:23,否,瑞士銀行公司（倫敦）債券ＸＩＩＩ－零息債,A451,XS2027994933,無配息,2029/08/20,ZAR,67.58,2025/02/21,77.74,2026/09/23,-,RR4,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A451,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A451.pdf
2026-09-25 11:51:23,否,瑞士銀行公司（倫敦）債券ＸＩＶ－零息債,A452,XS2027978654,無配息,2034/08/26,USD,59.84,2025/02/21,61.36,2026/09/24,-,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A452,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A452.pdf
2026-09-25 11:51:23,是,慧與科技公司債券Ｉ,A454,US42824CAX74,6.200,2035/10/15,USD,104.40,2026/09/24,101.39,2026/09/24,半年,RR4,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A454,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A454.pdf
2026-09-25 11:51:23,否,伏得風集團債券Ｉ,A455,US92857WBD11,4.375,2043/02/19,USD,83.26,2026/09/24,79.00,2026/09/24,半年,RR4,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A455,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A455.pdf
2026-09-25 11:51:23,是,艾伯維藥品有限公司債券Ｉ,A456,US00287YAM12,4.400,2042/11/06,USD,86.95,2026/09/24,82.63,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A456,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A456.pdf
2026-09-25 11:51:23,是,巴克萊集團債券Ｖ－次順位,A457,US06738EAW57,4.836,2028/05/09,USD,100.37,2026/09/24,98.97,2026/09/24,半年,RR5,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A457,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A457.pdf
2026-09-25 11:51:23,是,巴克萊集團債券ＶＩ,A458,US06738EAV74,4.950,2047/01/10,USD,87.94,2026/09/24,83.14,2026/09/24,半年,RR5,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A458,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A458.pdf
2026-09-25 11:51:23,是,渣打集團債券Ｖ－次順位,A459,XS1480699641,4.300,2027/02/19,USD,101.16,2026/09/24,99.50,2026/09/24,半年,RR5,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A459,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A459.pdf
2026-09-25 11:51:23,否,渣打集團債券ＶＩ－次順位,A460,XS1793294841,4.866,2033/03/15,USD,96.38,2024/04/26,98.22,2026/09/24,半年,RR5,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A460,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A460.pdf
2026-09-25 11:51:23,是,印尼國家石油公司債券ＩＶ,A462,US69370RAE71,4.700,2049/07/30,USD,81.90,2026/09/24,76.81,2026/09/24,半年,RR5,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A462,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A462.pdf
2026-09-25 11:51:23,是,通用汽車公司債券Ｉ,A463,US37045VAH33,5.000,2035/04/01,USD,94.75,2026/09/24,91.87,2026/09/24,半年,RR4,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A463,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A463.pdf
2026-09-25 11:51:23,是,通用汽車公司債券ＩＩ,A464,US37045VAJ98,5.200,2045/04/01,USD,88.21,2026/09/24,83.35,2026/09/24,半年,RR4,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A464,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A464.pdf
2026-09-25 11:51:23,否,阿曼政府國際債券Ｉ,A465,XS1750113661,5.625,2028/01/17,USD,100.77,2024/04/26,99.83,2026/09/24,半年,RR4,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A465,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A465.pdf
2026-09-25 11:51:23,否,瑞士銀行公司（倫敦）債券ＸＶ,A467,XS2086685109,2.150,2029/12/17,NZD,88.46,2025/02/21,89.70,2026/09/24,年,RR4,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A467,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A467.pdf
2026-09-25 11:51:23,是,印尼政府國際債券ＩＩ,A468,USY20721BE87,4.625,2043/04/15,USD,87.55,2026/09/24,82.81,2026/09/24,半年,RR5,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A468,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A468.pdf
2026-09-25 11:51:23,是,墨西哥政府國際債券Ｉ,A469,US91087BAB62,4.350,2047/01/15,USD,74.28,2026/09/24,69.10,2026/09/24,半年,RR5,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A469,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A469.pdf
2026-09-25 11:51:23,是,福特汽車公司債券ＩＩ,A470,US345370CA64,7.450,2031/07/16,USD,106.87,2026/09/24,104.41,2026/09/24,半年,RR4,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A470,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A470.pdf
2026-09-25 11:51:23,是,福特汽車公司債券ＩＩＩ,A471,US345370CS72,5.291,2046/12/08,USD,83.41,2026/09/24,78.56,2026/09/24,半年,RR4,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A471,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A471.pdf
2026-09-25 11:51:23,是,惠普公司債券Ｉ,A472,US428236BR31,6.000,2041/09/15,USD,99.31,2026/09/24,95.03,2026/09/24,半年,RR4,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A472,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A472.pdf
2026-09-25 11:51:23,否,Ｍ＆Ｇ ＰＬＣ債券Ｉ－次順位,A473,XS1888930150,6.500,2048/10/20,USD,103.43,2024/04/26,100.49,2026/09/24,半年,RR4,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A473,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A473.pdf
2026-09-25 11:51:23,是,花旗環球證券控股公司債券ＩＩＩ－零息債,A475,XS2044958234,無配息,2031/12/24,ZAR,67.26,2026/09/23,62.41,2026/09/23,-,RR4,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A475,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A475.pdf
2026-09-25 11:51:23,否,非洲金融公司債券Ｉ,A476,XS2072933778,3.750,2029/10/30,USD,96.51,2026/09/17,93.40,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A476,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A476.pdf
2026-09-25 11:51:23,否,瑞士銀行公司（倫敦）債券ＸＶＩＩＩ,A480,XS2129916867,2.550,2030/03/25,USD,86.24,2025/02/21,88.26,2026/09/24,年,RR3,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A480,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A480.pdf
2026-09-25 11:51:23,是,微軟公司債券Ｉ,A485,US594918BS26,3.450,2036/08/08,USD,87.68,2026/09/24,84.51,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A485,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A485.pdf
2026-09-25 11:51:23,是,微軟公司債券ＩＩ,A486,US594918BT09,3.700,2046/08/08,USD,77.76,2026/09/24,72.80,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A486,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A486.pdf
2026-09-25 11:51:23,是,沃爾瑪公司債券Ｉ,A487,US931142EP44,2.950,2049/09/24,USD,66.97,2026/09/24,61.96,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A487,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A487.pdf
2026-09-25 11:51:23,是,安進公司債券Ｉ,A488,US031162CR97,3.150,2040/02/21,USD,76.74,2026/09/24,73.15,2026/09/24,半年,RR4,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A488,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A488.pdf
2026-09-25 11:51:23,是,吉利德科學公司債券Ｉ,A489,US375558BA09,4.500,2045/02/01,USD,86.40,2026/09/24,81.83,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A489,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A489.pdf
2026-09-25 11:51:23,是,生物基因公司債券Ｉ,A490,US09062XAD57,5.200,2045/09/15,USD,92.15,2026/09/24,87.14,2026/09/24,半年,RR4,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A490,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A490.pdf
2026-09-25 11:51:23,否,阿布達比政府國際債券Ｉ,A491,XS2057866191,3.125,2049/09/30,USD,74.37,2026/03/06,62.97,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A491,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A491.pdf
2026-09-25 11:51:23,否,華特迪士尼公司債券Ｉ,A492,US254687FL52,2.000,2029/09/01,USD,94.97,2026/07/03,91.29,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A492,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A492.pdf
2026-09-25 11:51:23,是,華特迪士尼公司債券ＩＩ,A493,US254687FM36,2.750,2049/09/01,USD,62.92,2026/09/24,58.11,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A493,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A493.pdf
2026-09-25 11:51:23,否,阿聯酋杜拜國民銀行債券Ｖ,A494,XS2033252664,4.380,2029/07/26,CNY,97.89,2025/02/21,94.76,2026/09/24,年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A494,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A494.pdf
2026-09-25 11:51:23,是,沙烏地阿拉伯王國公債ＩＶ,A495,XS2109770151,3.750,2055/01/21,USD,68.64,2026/09/24,63.35,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A495,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A495.pdf
2026-09-25 11:51:23,否,阿聯酋杜拜國民銀行債券ＶＩ,A496,AU0000078644,3.050,2030/02/26,AUD,95.37,2025/02/14,89.43,2026/09/24,半年,RR4,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A496,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A496.pdf
2026-09-25 11:51:23,是,ＡＴ＆Ｔ 公司債券Ｖ,A498,US00206RJZ64,3.500,2041/06/01,USD,75.61,2026/09/24,71.64,2026/09/24,半年,RR4,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A498,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A498.pdf
2026-09-25 11:51:23,是,ＡＴ＆Ｔ 公司債券ＶＩ,A499,US00206RKA94,3.650,2051/06/01,USD,67.56,2026/09/24,62.67,2026/09/24,半年,RR4,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A499,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A499.pdf
2026-09-25 11:51:23,否,瑞士銀行公司（倫敦）債券ＸＩＸ,A501,XS2188553858,6.000,2028/07/15,ZAR,92.60,2025/02/21,95.17,2026/09/23,月,RR4,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A501,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A501.pdf
2026-09-25 11:51:23,是,歐洲投資銀行債券ＸＩＶ－零息債,A502,XS1697550512,無配息,2032/10/18,ZAR,64.41,2026/09/24,61.88,2026/09/24,-,RR4,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A502,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A502.pdf
2026-09-25 11:51:23,是,國際復興開發銀行債券ＶＩＩ－零息債,A503,XS1238805102,無配息,2035/05/29,ZAR,52.08,2026/09/24,48.94,2026/09/24,-,RR4,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A503,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A503.pdf
2026-09-25 11:51:23,否,南非政府公債ＩＩ,A504,ZAG000106998,8.000,2030/01/31,ZAR,97.84,2025/02/24,99.46,2026/09/23,半年,RR5,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A504,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A504.pdf
2026-09-25 11:51:23,否,波音公司債券Ｉ,A505,US097023CU76,5.040,2027/05/01,USD,102.79,2024/09/16,99.86,2026/09/24,半年,RR4,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A505,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A505.pdf
2026-09-25 11:51:23,否,波音公司債券ＩＩ,A506,US097023CY98,5.150,2030/05/01,USD,102.68,2024/09/16,98.34,2026/09/24,半年,RR4,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A506,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A506.pdf
2026-09-25 11:51:23,否,波音公司債券ＩＩＩ,A507,US097023CV59,5.705,2040/05/01,USD,102.26,2024/09/16,95.11,2026/09/24,半年,RR4,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A507,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A507.pdf
2026-09-25 11:51:23,否,沙烏地阿拉伯國家石油公司債券Ｉ,A508,XS1982113463,4.250,2039/04/16,USD,93.48,2026/03/06,82.28,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A508,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A508.pdf
2026-09-25 11:51:23,否,沙烏地阿拉伯國家石油公司債券ＩＩ,A509,XS1982116136,4.375,2049/04/16,USD,87.03,2026/03/06,73.43,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A509,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A509.pdf
2026-09-25 11:51:23,是,匯豐控股債券ＸＩＩＩ,A512,US404280CK33,2.357,2031/08/18,USD,89.73,2026/09/24,88.22,2026/09/24,半年,RR5,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A512,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A512.pdf
2026-09-25 11:51:23,是,蘋果公司債券Ｖ,A513,US037833DZ01,2.400,2050/08/20,USD,58.47,2026/09/24,53.63,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A513,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A513.pdf
2026-09-25 11:51:23,是,蘋果公司債券ＶＩ,A514,US037833EA41,2.550,2060/08/20,USD,54.33,2026/09/24,49.28,2026/09/24,半年,RR5,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A514,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A514.pdf
2026-09-25 11:51:23,是,花旗環球證券控股公司債券 ＩＶ,A515,XS2163008829,3.000,2030/08/06,CNY,106.28,2026/09/24,100.93,2026/09/24,年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A515,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A515.pdf
2026-09-25 11:51:23,是,生物基因公司債券ＩＩ,A517,US09062XAG88,3.150,2050/05/01,USD,65.95,2026/09/24,60.96,2026/09/24,半年,RR4,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A517,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A517.pdf
2026-09-25 11:51:23,是,通用汽車公司債券ＩＩＩ,A519,US37045VAL45,6.750,2046/04/01,USD,104.28,2026/09/24,99.30,2026/09/24,半年,RR4,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A519,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A519.pdf
2026-09-25 11:51:23,是,ＡＴ＆Ｔ 公司債券ＶＩＩ,A520,US00206RKE17,3.300,2052/02/01,USD,63.02,2026/09/24,58.06,2026/09/24,半年,RR4,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A520,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A520.pdf
2026-09-25 11:51:23,否,日產汽車公司債券Ｉ,A521,USJ57160DZ32,4.810,2030/09/17,USD,98.55,2025/03/04,91.10,2026/09/24,半年,RR5,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A521,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A521.pdf
2026-09-25 11:51:23,否,墨西哥石油公司債券ＶＩＩ,A522,US71654QDC33,6.840,2030/01/23,USD,88.54,2024/04/26,100.93,2026/09/24,半年,RR5,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A522,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A522.pdf
2026-09-25 11:51:23,否,墨西哥石油公司債券ＶＩＩＩ,A523,US71654QDE98,5.950,2031/01/28,USD,80.74,2024/04/26,96.40,2026/09/24,半年,RR4,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A523,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A523.pdf
2026-09-25 11:51:23,是,梅賽德斯－賓士金融北美有限責任公司債券Ｉ,A524,US233835AQ08,8.500,2031/01/18,USD,112.48,2026/09/24,110.28,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A524,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A524.pdf
