抓取時間,是否開放申購,產品名稱,產品代碼,ISIN_CODE,票面利率,到期日,計價幣別,申購參考報價,申購報價日,贖回參考報價,贖回報價日,配息頻率,風險報酬等級,申購資格,走勢圖連結,產品說明書連結
2026-09-25 11:51:23,是,美國公債ＶＩ,A615,US91282CFV81,4.125,2032/11/15,USD,96.22,2026/09/24,95.07,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A615,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A615.pdf
2026-09-25 11:51:23,是,摩根士丹利金融有限責任公司債券ＩＶ,A617,XS2476733428,9.000,2031/02/14,ZAR,104.17,2026/09/24,101.22,2026/09/24,半年,RR4,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A617,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A617.pdf
2026-09-25 11:51:23,是,嬌生公司債券Ｉ,A618,US478160BJ28,4.375,2033/12/05,USD,96.76,2026/09/24,94.86,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A618,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A618.pdf
2026-09-25 11:51:23,是,嬌生公司債券ＩＩ,A619,US478160CS18,2.250,2050/09/01,USD,58.34,2026/09/24,53.43,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A619,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A619.pdf
2026-09-25 11:51:23,否,ＰＡＹＰＡＬ控股有限公司債券Ｉ,A620,US70450YAK91,3.900,2027/06/01,USD,101.36,2026/01/12,99.08,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A620,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A620.pdf
2026-09-25 11:51:23,是,ＰＡＹＰＡＬ控股有限公司債券ＩＩ,A621,US70450YAL74,4.400,2032/06/01,USD,96.16,2026/09/24,93.36,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A621,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A621.pdf
2026-09-25 11:51:23,是,ＰＡＹＰＡＬ控股有限公司債券ＩＩＩ,A622,US70450YAM57,5.050,2052/06/01,USD,87.59,2026/09/24,81.89,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A622,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A622.pdf
2026-09-25 11:51:23,是,ＰＡＹＰＡＬ控股有限公司債券ＩＶ,A623,US70450YAN31,5.250,2062/06/01,USD,88.89,2026/09/24,83.40,2026/09/24,半年,RR5,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A623,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A623.pdf
2026-09-25 11:51:23,是,美林私人有限公司債券ＩＩ,A625,XS2568986751,4.300,2029/12/20,USD,98.93,2026/09/24,95.33,2026/09/24,月,RR2,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A625,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_a625.pdf
2026-09-25 11:51:23,是,美林私人有限公司債券ＩＩＩ,A626,XS2564922370,4.600,2035/01/18,USD,94.52,2026/09/24,90.42,2026/09/24,月,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A626,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_a626.pdf
2026-09-25 11:51:23,否,美林私人有限公司債券ＩＶ,A627,XS2569034155,4.650,2037/12/20,USD,97.73,2023/07/17,86.26,2026/09/24,月,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A627,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_a627.pdf
2026-09-25 11:51:23,否,豐田汽車公司債券ＩＩ,A629,US892331AD13,3.669,2028/07/20,USD,100.31,2026/07/20,97.49,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A629,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_a629.pdf
2026-09-25 11:51:23,是,豐田汽車公司債券ＩＩＩ,A630,US892331AG44,2.760,2029/07/02,USD,95.47,2026/09/24,93.45,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A630,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_a630.pdf
2026-09-25 11:51:23,是,威瑞森電信公司綠色債券ＶＩ,A632,US92343VGT52,5.050,2033/05/09,USD,98.52,2026/09/24,96.22,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A632,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_a632.pdf
2026-09-25 11:51:23,是,威瑞森電信公司債券ＶＩＩ,A633,US92343VCV45,4.272,2036/01/15,USD,89.73,2026/09/24,86.88,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A633,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_a633.pdf
2026-09-25 11:51:23,是,威瑞森電信公司債券ＶＩＩＩ,A634,US92343VCK89,4.862,2046/08/21,USD,86.02,2026/09/24,81.19,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A634,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_a634.pdf
2026-09-25 11:51:23,是,威瑞森電信公司債券ＩＸ,A635,US92343VFD10,4.000,2050/03/22,USD,75.65,2026/09/24,70.74,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A635,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_a635.pdf
2026-09-25 11:51:23,是,華特迪士尼公司債券ＩＩＩ,A636,US254687FR23,4.625,2040/03/23,USD,91.70,2026/09/24,87.59,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A636,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_a636.pdf
2026-09-25 11:51:23,是,華特迪士尼公司債券ＩＶ,A637,US254687FS06,4.700,2050/03/23,USD,87.06,2026/09/24,82.21,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A637,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_a637.pdf
2026-09-25 11:51:23,是,３Ｍ公司債券ＩＩＩ,A638,US88579YBD22,4.000,2048/09/14,USD,77.75,2026/09/24,72.82,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A638,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_a638.pdf
2026-09-25 11:51:23,是,輝瑞投資企業債券Ｉ,A639,US716973AE24,4.750,2033/05/19,USD,97.22,2026/09/24,94.99,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A639,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_a639.pdf
2026-09-25 11:51:23,是,輝瑞投資企業債券ＩＩ,A640,US716973AG71,5.300,2053/05/19,USD,92.47,2026/09/24,87.59,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A640,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_a640.pdf
2026-09-25 11:51:23,否,蘋果公司債券Ｖ,A641,US037833ET32,4.000,2028/05/10,USD,101.16,2026/05/21,98.43,2026/09/24,半年,RR2,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A641,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_a641.pdf
2026-09-25 11:51:23,是,蘋果公司債券ＶＩ,A642,US037833EU05,4.150,2030/05/10,USD,99.00,2026/09/24,96.77,2026/09/24,半年,RR2,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A642,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_a642.pdf
2026-09-25 11:51:23,是,蘋果公司債券ＶＩＩ,A643,US037833EV87,4.300,2033/05/10,USD,97.47,2026/09/24,95.21,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A643,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_a643.pdf
2026-09-25 11:51:23,是,蘋果公司債券ＶＩＩＩ,A644,US037833EW60,4.850,2053/05/10,USD,90.64,2026/09/24,85.88,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A644,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_a644.pdf
2026-09-25 11:51:23,是,美國運通公司次順位債券ＩＩ,A646,US025816CX59,4.989,2033/05/26,USD,97.49,2026/09/24,94.97,2026/09/24,半年,RR5,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A646,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A646.pdf
2026-09-25 11:51:23,是,美國運通公司債券ＩＩＩ,A647,US025816DF35,5.043,2034/05/01,USD,98.64,2026/09/24,95.73,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A647,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A647.pdf
2026-09-25 11:51:23,否,雅詩蘭黛公司債券Ｉ,A648,US29736RAS94,4.375,2028/05/15,USD,101.20,2026/05/22,98.58,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A648,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A648.pdf
2026-09-25 11:51:23,是,雅詩蘭黛公司債券ＩＩ,A649,US29736RAT77,4.650,2033/05/15,USD,96.69,2026/09/24,93.84,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A649,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A649.pdf
2026-09-25 11:51:23,是,雅詩蘭黛公司債券ＩＩＩ,A650,US29736RAU41,5.150,2053/05/15,USD,90.55,2026/09/24,84.93,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A650,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A650.pdf
2026-09-25 11:51:23,是,微狄亞視訊公司債券ＩＩ,A651,US67066GAG91,3.500,2040/04/01,USD,80.99,2026/09/24,76.71,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A651,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A651.pdf
2026-09-25 11:51:23,是,微狄亞視訊公司債券ＩＩＩ,A652,US67066GAH74,3.500,2050/04/01,USD,70.83,2026/09/24,65.74,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A652,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A652.pdf
2026-09-25 11:51:23,是,美國運通公司債券ＩＶ,A654,US025816DB21,5.850,2027/11/05,USD,101.76,2026/09/24,100.78,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A654,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A654.pdf
2026-09-25 11:51:23,是,英特爾公司綠色債券Ｉ,A655,US458140CA64,4.150,2032/08/05,USD,93.94,2026/09/24,91.63,2026/09/24,半年,RR4,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A655,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A655.pdf
2026-09-25 11:51:23,是,美國公債ＶＩＩ,A656,US912810QN19,4.750,2041/02/15,USD,96.58,2026/09/24,94.13,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A656,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A656.pdf
2026-09-25 11:51:23,否,豐田汽車公司永續發展債券Ｖ,A658,US892331AQ26,5.118,2028/07/13,USD,102.62,2026/08/03,99.75,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A658,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A658.pdf
2026-09-25 11:51:23,是,豐田汽車公司永續發展債券ＶＩ,A659,US892331AR09,5.123,2033/07/13,USD,100.30,2026/09/24,97.66,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A659,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A659.pdf
2026-09-25 11:51:23,是,沙烏地阿拉伯王國公債Ｖ,A661,XS2577136109,5.000,2053/01/18,USD,84.84,2026/09/24,79.54,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A661,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A661.pdf
2026-09-25 11:51:23,是,沙烏地阿拉伯王國公債ＶＩ,A662,XS2577135127,4.875,2033/07/18,USD,97.66,2026/09/24,94.96,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A662,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A662.pdf
2026-09-25 11:51:23,是,康卡斯特公司綠色債券ＩＶ,A664,US20030NEC11,4.650,2033/02/15,USD,95.34,2026/09/24,93.00,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A664,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A664.pdf
2026-09-25 11:51:23,是,美國公債ＶＩＩＩ,A665,US912810FJ26,6.125,2029/08/15,USD,104.12,2026/09/24,102.77,2026/09/24,半年,RR2,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A665,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A665.pdf
2026-09-25 11:51:23,否,瑞士銀行公司（倫敦）債券ＩＩＩ,A666,XS2522406839,6.500,2038/11/15,AUD,101.88,2025/07/16,83.75,2026/09/24,月,RR4,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A666,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A666.pdf
2026-09-25 11:51:23,是,嬌生公司債券ＩＩＩ,A667,US478160CF96,3.625,2037/03/03,USD,87.76,2026/09/24,84.81,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A667,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A667.pdf
2026-09-25 11:51:23,是,嬌生公司債券ＩＶ,A668,US478160CM48,3.500,2048/01/15,USD,74.92,2026/09/24,70.02,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A668,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A668.pdf
2026-09-25 11:51:23,是,微軟公司債券Ｖ,A669,US594918AM64,5.300,2041/02/08,USD,100.45,2026/09/24,96.10,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A669,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A669.pdf
2026-09-25 11:51:23,是,微軟公司債券ＶＩ,A670,US594918CA09,4.250,2047/02/06,USD,84.01,2026/09/24,78.87,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A670,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A670.pdf
2026-09-25 11:51:23,是,美國公債ＩＸ,A671,US912810PU60,5.000,2037/05/15,USD,101.26,2026/09/24,99.34,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A671,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A671.pdf
2026-09-25 11:51:23,是,美國公債Ｘ,A672,US912810PX00,4.500,2038/05/15,USD,96.52,2026/09/24,94.48,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A672,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A672.pdf
2026-09-25 11:51:23,是,美國公債ＸＩ,A673,US912810QE10,4.625,2040/02/15,USD,95.98,2026/09/24,93.80,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A673,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A673.pdf
2026-09-25 11:51:23,是,美國公債ＸＩＩ,A674,US912810TM09,4.000,2042/11/15,USD,87.07,2026/09/24,84.68,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A674,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A674.pdf
2026-09-25 11:51:23,是,美國公債ＸＩＩＩ,A675,US912810TU25,4.375,2043/08/15,USD,90.64,2026/09/24,88.20,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A675,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A675.pdf
2026-09-25 11:51:23,是,美國公債ＸＩＶ,A676,US912810SF66,3.000,2049/02/15,USD,70.61,2026/09/24,67.70,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A676,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A676.pdf
2026-09-25 11:51:23,是,美國公債ＸＶ,A677,US912810SN90,1.250,2050/05/15,USD,47.02,2026/09/24,43.90,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A677,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A677.pdf
2026-09-25 11:51:23,是,美國公債ＸＶＩ,A678,US912810TN81,3.625,2053/02/15,USD,77.50,2026/09/24,74.13,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A678,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A678.pdf
2026-09-25 11:51:23,是,瑞士銀行公司（倫敦）債券Ｖ,A681,XS2522359905,5.000,2034/01/15,USD,96.65,2026/09/24,93.65,2026/09/24,季,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A681,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A681.pdf
2026-09-25 11:51:23,是,英特爾公司債券ＩＩ,A682,US458140CF51,5.125,2030/02/10,USD,100.59,2026/09/24,98.56,2026/09/24,半年,RR4,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A682,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A682.pdf
2026-09-25 11:51:23,是,英特爾公司債券ＩＩＩ,A683,US458140CG35,5.200,2033/02/10,USD,98.77,2026/09/24,96.51,2026/09/24,半年,RR4,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A683,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A683.pdf
2026-09-25 11:51:23,是,英特爾公司債券ＩＶ,A684,US458140CH18,5.625,2043/02/10,USD,94.11,2026/09/24,90.79,2026/09/24,半年,RR4,限專業投資人,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A684,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A684.pdf
2026-09-25 11:51:23,是,瑞士銀行公司（倫敦）債券ＶＩ,A685,XS2522266134,4.500,2044/02/15,USD,88.36,2026/09/24,82.16,2026/09/24,月,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A685,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A685.pdf
2026-09-25 11:51:23,否,蘋果公司綠色債券ＩＸ,A686,US037833CX61,3.000,2027/06/20,USD,99.95,2025/11/13,98.70,2026/09/24,半年,RR2,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A686,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A686.pdf
2026-09-25 11:51:23,否,蘋果公司Ｘ,A687,US037833DB33,2.900,2027/09/12,USD,99.86,2025/09/11,98.16,2026/09/24,半年,RR2,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A687,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A687.pdf
2026-09-25 11:51:23,否,蘋果公司ＸＩ,A688,US037833EH93,1.400,2028/08/05,USD,95.72,2026/07/02,93.70,2026/09/24,半年,RR2,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A688,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A688.pdf
2026-09-25 11:51:23,否,蘋果公司ＸＩＩ,A689,US037833DP29,2.200,2029/09/11,USD,95.66,2026/07/21,92.24,2026/09/24,半年,RR2,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A689,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A689.pdf
2026-09-25 11:51:23,是,蘋果公司ＸＩＩＩ,A690,US037833EJ59,1.700,2031/08/05,USD,87.09,2026/09/24,84.89,2026/09/24,半年,RR2,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A690,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A690.pdf
2026-09-25 11:51:23,是,蘋果公司ＸＩＶ,A691,US037833EE62,2.375,2041/02/08,USD,70.39,2026/09/24,66.50,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A691,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A691.pdf
2026-09-25 11:51:23,是,蘋果公司ＸＶ,A692,US037833BH21,4.375,2045/05/13,USD,85.94,2026/09/24,81.09,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A692,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A692.pdf
2026-09-25 11:51:23,是,蘋果公司ＸＶＩ,A693,US037833BX70,4.650,2046/02/23,USD,89.01,2026/09/24,84.15,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A693,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A693.pdf
2026-09-25 11:51:23,是,蘋果公司ＸＶＩＩ,A694,US037833DQ02,2.950,2049/09/11,USD,65.68,2026/09/24,60.85,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A694,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A694.pdf
2026-09-25 11:51:23,是,蘋果公司ＸＶＩＩＩ,A695,US037833EG11,2.800,2061/02/08,USD,57.36,2026/09/24,52.21,2026/09/24,半年,RR5,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A695,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A695.pdf
2026-09-25 11:51:23,是,嬌生公司債券Ｖ,A696,US478160AN49,5.950,2037/08/15,USD,107.11,2026/09/24,103.70,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A696,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A696.pdf
2026-09-25 11:51:23,是,嬌生公司債券ＶＩ,A697,US478160AV64,4.500,2040/09/01,USD,92.65,2026/09/24,88.44,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A697,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A697.pdf
2026-09-25 11:51:23,是,美國公債ＸＶＩＩ,A698,US91282CGJ45,3.500,2030/01/31,USD,96.16,2026/09/24,95.34,2026/09/24,半年,RR2,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A698,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A698.pdf
2026-09-25 11:51:23,是,美國公債ＸＶＩＩＩ,A699,US91282CFF32,2.750,2032/08/15,USD,89.47,2026/09/24,88.32,2026/09/24,半年,RR2,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A699,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A699.pdf
2026-09-25 11:51:23,是,美國公債ＸＩＸ,A700,US912810TC27,2.000,2041/11/15,USD,67.21,2026/09/24,65.07,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A700,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A700.pdf
2026-09-25 11:51:23,是,美國公債ＸＸ,A701,US912810SE91,3.375,2048/11/15,USD,75.60,2026/09/24,72.70,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A701,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A701.pdf
2026-09-25 11:51:23,是,美國公債ＸＸＩ,A702,US912810TL26,4.000,2052/11/15,USD,82.68,2026/09/24,79.47,2026/09/24,半年,RR3,,https://wealth.esunbank.com/zh-tw/offshore-bond/price/chart?bondid=A702,https://wealth.esunbank.com/zh-tw/-/media/ESUNBANK/Files/Wealth/Bonds/bond_A702.pdf
